Phantasmal Dragon|Magic 2012|71|U|{2}{U}{U}|Creature — Dragon Illusion|5|5|Flying$When Phantasmal Dragon becomes the target of a spell or ability, sacrifice it.|
Rites of Flourishing|Magic 2012|192|R|{2}{G}|Enchantment|||At the beginning of each player's draw step, that player draws an additional card.$Each player may play an additional land on each of his or her turns.|
Frost Titan|Magic 2012|55|M|{4}{U}{U}|Creature — Giant|6|6|Whenever Frost Titan becomes the target of a spell or ability an opponent controls, counter that spell or ability unless its controller pays {2}.$Whenever Frost Titan enters the battlefield or attacks, tap target permanent. It doesn't untap during its controller's next untap step.|
Inferno Titan|Magic 2012|147|M|{4}{R}{R}|Creature — Giant|6|6|{R}: Inferno Titan gets +1/+0 until end of turn.$Whenever Inferno Titan enters the battlefield or attacks, it deals 3 damage divided as you choose among one, two, or three target creatures and/or players.|
Manabarbs|Magic 2012|150|R|{3}{R}|Enchantment|||Whenever a player taps a land for mana, Manabarbs deals 1 damage to that player.|
Assault Griffin|Magic 2012|8|C|{3}{W}|Creature — Griffin|3|2|Flying|
Belltower Sphinx|Magic 2012|46|U|{4}{U}|Creature — Sphinx|2|5|Flying$Whenever a source deals damage to Belltower Sphinx, that source's controller puts that many cards from the top of his or her library into his or her graveyard.|
Mind Unbound|Magic 2012|68|R|{4}{U}{U}|Enchantment|||At the beginning of your upkeep, put a lore counter on Mind Unbound, then draw a card for each lore counter on Mind Unbound.|
Call to the Grave|Magic 2012|85|R|{4}{B}|Enchantment|||At the beginning of each player's upkeep, that player sacrifices a non-Zombie creature.$At the beginning of the end step, if no creatures are on the battlefield, sacrifice Call to the Grave.|
Goblin War Paint|Magic 2012|143|C|{1}{R}|Enchantment — Aura|||Enchant creature$Enchanted creature gets +2/+2 and has haste. <i>(It can attack and {tap} no matter when it came under its controller's control.)</i>|
Royal Assassin|Magic 2012|105|R|{1}{B}{B}|Creature — Human Assassin|1|1|{tap}: Destroy target tapped creature.|
Solemn Simulacrum|Magic 2012|217|R|{4}|Artifact Creature — Golem|2|2|When Solemn Simulacrum enters the battlefield, you may search your library for a basic land card, put that card onto the battlefield tapped, then shuffle your library.$When Solemn Simulacrum dies, you may draw a card.|
Distress|Magic 2012|94|C|{B}{B}|Sorcery|||Target player reveals his or her hand. You choose a nonland card from it. That player discards that card.|
Quicksilver Amulet|Magic 2012|214|R|{4}|Artifact|||{4}, {tap}: You may put a creature card from your hand onto the battlefield.|
Elvish Archdruid|Magic 2012|172|R|{1}{G}{G}|Creature — Elf Druid|2|2|Other Elf creatures you control get +1/+1.${tap}: Add {G} to your mana pool for each Elf you control.|
Smallpox|Magic 2012|108|U|{B}{B}|Sorcery|||Each player loses 1 life, discards a card, sacrifices a creature, then sacrifices a land.|
Flight|Magic 2012|53|C|{U}|Enchantment — Aura|||Enchant creature$Enchanted creature has flying.|
Jace, Memory Adept|Magic 2012|58|M|{3}{U}{U}|Planeswalker — Jace|||+1: Draw a card. Target player puts the top card of his or her library into his or her graveyard.$0: Target player puts the top ten cards of his or her library into his or her graveyard.$-7: Any number of target players each draw twenty cards.|
Peregrine Griffin|Magic 2012|29|C|{4}{W}|Creature — Griffin|2|4|Flying$First strike <i>(This creature deals combat damage before creatures without first strike.)</i>|
Demystify|Magic 2012|13|C|{W}|Instant|||Destroy target enchantment.|
Gideon Jura|Magic 2012|16|M|{3}{W}{W}|Planeswalker — Gideon|||+2: During target opponent's next turn, creatures that player controls attack Gideon Jura if able.$-2: Destroy target tapped creature.$0: Until end of turn, Gideon Jura becomes a 6/6 Human Soldier creature that's still a planeswalker. Prevent all damage that would be dealt to him this turn.|
Sorin Markov|Magic 2012|109|M|{3}{B}{B}{B}|Planeswalker — Sorin|||+2: Sorin Markov deals 2 damage to target creature or player and you gain 2 life.$-3: Target opponent's life total becomes 10.$-7: You control target player during that player's next turn.|
Fiery Hellhound|Magic 2012|130|C|{1}{R}{R}|Creature — Elemental Hound|2|2|{R}: Fiery Hellhound gets +1/+0 until end of turn.|
Angel's Mercy|Magic 2012|4|C|{2}{W}{W}|Instant|||You gain 7 life.|
Roc Egg|Magic 2012|32|U|{2}{W}|Creature — Bird|0|3|Defender <i>(This creature can't attack.)</i>$When Roc Egg dies, put a 3/3 white Bird creature token with flying onto the battlefield.|
Mind Control|Magic 2012|67|U|{3}{U}{U}|Enchantment — Aura|||Enchant creature$You control enchanted creature.|
Overrun|Magic 2012|186|U|{2}{G}{G}{G}|Sorcery|||Creatures you control get +3/+3 and gain trample until end of turn. <i>(If a creature you control would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)</i>|
Auramancer|Magic 2012|9|C|{2}{W}|Creature — Human Wizard|2|2|When Auramancer enters the battlefield, you may return target enchantment card from your graveyard to your hand.|
Elite Vanguard|Magic 2012|15|U|{W}|Creature — Human Soldier|2|1||
Grave Titan|Magic 2012|98|M|{4}{B}{B}|Creature — Giant|6|6|Deathtouch$Whenever Grave Titan enters the battlefield or attacks, put two 2/2 black Zombie creature tokens onto the battlefield.|
Mana Leak|Magic 2012|63|C|{1}{U}|Instant|||Counter target spell unless its controller pays {3}.|
Primeval Titan|Magic 2012|188|M|{4}{G}{G}|Creature — Giant|6|6|Trample$Whenever Primeval Titan enters the battlefield or attacks, you may search your library for up to two land cards, put them onto the battlefield tapped, then shuffle your library.|
Sun Titan|Magic 2012|39|M|{4}{W}{W}|Creature — Giant|6|6|Vigilance$Whenever Sun Titan enters the battlefield or attacks, you may return target permanent card with converted mana cost 3 or less from your graveyard to the battlefield.|
Fling|Magic 2012|134|C|{1}{R}|Instant|||As an additional cost to cast Fling, sacrifice a creature.$Fling deals damage equal to the sacrificed creature's power to target creature or player.|
Sacred Wolf|Magic 2012|194|C|{2}{G}|Creature — Wolf|3|1|Hexproof <i>(This creature can't be the target of spells or abilities your opponents control.)</i>|
Zombie Infestation|Magic 2012|120|U|{1}{B}|Enchantment|||Discard two cards: Put a 2/2 black Zombie creature token onto the battlefield.|
Mighty Leap|Magic 2012|26|C|{1}{W}|Instant|||Target creature gets +2/+2 and gains flying until end of turn.|
Autumn's Veil|Magic 2012|164|U|{G}|Instant|||Spells you control can't be countered by blue or black spells this turn, and creatures you control can't be the targets of blue or black spells this turn.|
Sorin's Thirst|Magic 2012|110|C|{B}{B}|Instant|||Sorin's Thirst deals 2 damage to target creature and you gain 2 life.|
Warpath Ghoul|Magic 2012|117|C|{2}{B}|Creature — Zombie|3|2||
Goblin Arsonist|Magic 2012|136|C|{R}|Creature — Goblin Shaman|1|1|When Goblin Arsonist dies, you may have it deal 1 damage to target creature or player.|
Disentomb|Magic 2012|93|C|{B}|Sorcery|||Return target creature card from your graveyard to your hand.|
Brink of Disaster|Magic 2012|84|C|{2}{B}{B}|Enchantment — Aura|||Enchant creature or land$When enchanted permanent becomes tapped, destroy it.|
Consume Spirit|Magic 2012|88|U|{X}{1}{B}|Sorcery|||Spend only black mana on X.$Consume Spirit deals X damage to target creature or player and you gain X life.|
Kite Shield|Magic 2012|210|U|{0}|Artifact — Equipment|||Equipped creature gets +0/+3.$Equip {3} <i>({3}: Attach to target creature you control. Equip only as a sorcery.)</i>|
Pentavus|Magic 2012|213|R|{7}|Artifact Creature — Construct|0|0|Pentavus enters the battlefield with five +1/+1 counters on it.${1}, Remove a +1/+1 counter from Pentavus: Put a 1/1 colorless Pentavite artifact creature token with flying onto the battlefield.${1}, Sacrifice a Pentavite: Put a +1/+1 counter on Pentavus.|
Blood Seeker|Magic 2012|81|C|{1}{B}|Creature — Vampire Shaman|1|1|Whenever a creature enters the battlefield under an opponent's control, you may have that player lose 1 life.|
Sengir Vampire|Magic 2012|107|U|{3}{B}{B}|Creature — Vampire|4|4|Flying$Whenever a creature dealt damage by Sengir Vampire this turn dies, put a +1/+1 counter on Sengir Vampire.|
Ponder|Magic 2012|73|C|{U}|Sorcery|||Look at the top three cards of your library, then put them back in any order. You may shuffle your library.$Draw a card.|
Forest|Magic 2012|247|L||Basic Land — Forest|||G|
Forest|Magic 2012|246|L||Basic Land — Forest|||G|
Forest|Magic 2012|248|L||Basic Land — Forest|||G|
Forest|Magic 2012|249|L||Basic Land — Forest|||G|
Island|Magic 2012|235|L||Basic Land — Island|||U|
Island|Magic 2012|236|L||Basic Land — Island|||U|
Island|Magic 2012|234|L||Basic Land — Island|||U|
Island|Magic 2012|237|L||Basic Land — Island|||U|
Mountain|Magic 2012|245|L||Basic Land — Mountain|||R|
Mountain|Magic 2012|242|L||Basic Land — Mountain|||R|
Mountain|Magic 2012|244|L||Basic Land — Mountain|||R|
Mountain|Magic 2012|243|L||Basic Land — Mountain|||R|
Plains|Magic 2012|231|L||Basic Land — Plains|||W|
Plains|Magic 2012|233|L||Basic Land — Plains|||W|
Plains|Magic 2012|230|L||Basic Land — Plains|||W|
Plains|Magic 2012|232|L||Basic Land — Plains|||W|
Swamp|Magic 2012|240|L||Basic Land — Swamp|||B|
Swamp|Magic 2012|241|L||Basic Land — Swamp|||B|
Swamp|Magic 2012|239|L||Basic Land — Swamp|||B|
Swamp|Magic 2012|238|L||Basic Land — Swamp|||B|
Volcanic Dragon|Magic 2012|158|U|{4}{R}{R}|Creature — Dragon|4|4|Flying$Haste <i>(This creature can attack and {tap} as soon as it comes under your control.)</i>|
Flameblast Dragon|Magic 2012|133|R|{4}{R}{R}|Creature — Dragon|5|5|Flying$Whenever Flameblast Dragon attacks, you may pay {X}{R}. If you do, Flameblast Dragon deals X damage to target creature or player.|
Brindle Boar|Magic 2012|167|C|{2}{G}|Creature — Boar|2|2|Sacrifice Brindle Boar: You gain 4 life.|
Stampeding Rhino|Magic 2012|196|C|{4}{G}|Creature — Rhino|4|4|Trample <i>(If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)</i>|
Vastwood Gorger|Magic 2012|200|C|{5}{G}|Creature — Wurm|5|6||
Archon of Justice|Magic 2012|6|R|{3}{W}{W}|Creature — Archon|4|4|Flying$When Archon of Justice dies, exile target permanent.|
Shock|Magic 2012|154|C|{R}|Instant|||Shock deals 2 damage to target creature or player.|
Goblin Tunneler|Magic 2012|142|C|{1}{R}|Creature — Goblin Rogue|1|1|{tap}: Target creature with power 2 or less is unblockable this turn.|
Time Reversal|Magic 2012|77|M|{3}{U}{U}|Sorcery|||Each player shuffles his or her hand and graveyard into his or her library, then draws seven cards. Exile Time Reversal.|
Alluring Siren|Magic 2012|42|U|{1}{U}|Creature — Siren|1|1|{tap}: Target creature an opponent controls attacks you this turn if able.|
Ice Cage|Magic 2012|57|C|{1}{U}|Enchantment — Aura|||Enchant creature$Enchanted creature can't attack or block, and its activated abilities can't be activated.$When enchanted creature becomes the target of a spell or ability, destroy Ice Cage.|
